,Post_Content,Date,Comments_Shares,All_Responses,Brand
694,"Today’s Q&A has now closed - thanks for all your great questions, I really enjoyed reading them all. Heston.","July 4, 2016",169 Comments84 Shares,2.3K,waitroseandpartners
696,"Enjoy the warmer weather with this beautiful baked strawberry cheesecake recipe.
Get the recipe: http://bit.ly/25T2sNl","July 3, 2016",4 Comments19 Shares2K Views,60,waitroseandpartners
700,Planning a barbecue this weekend? Serve up the ultimate feast these delicious recipes.,"June 30, 2016",2 Comments3 Shares,21,waitroseandpartners
702,"Keep the kids entertained with this fun owl cupcake idea. Simply top with chocolate icing and layer on chocolate buttons.
If you try this idea, why not post your photos below!","June 26, 2016",154 Comments249 Shares31K Views,662,waitroseandpartners
704,Watch this recipe for giant spiced sausage roll by Heston with a delicious curry-flavoured mayonnaise: http://bit.ly/1sITcth,"June 25, 2016",2 Comments16 Shares2.6K Views,55,waitroseandpartners
706,"Watch our quick recipe for spicy coconut chicken – a vibrant and zesty salad that’s packed with flavour.
Recipe: http://bit.ly/21q4UUV","June 24, 2016",4 Comments9 Shares1.5K Views,37,waitroseandpartners
708,"We love these spicy peanut carrot noodles topped with sliced salad onions. They make a great dish served alone or with grilled chicken for a healthy meal.
Get the recipe: http://bit.ly/1UfK8IC","June 23, 2016",17 Comments46 Shares4.2K Views,137,waitroseandpartners
710,"The ultimate Ploughman's open sandwich, made with the very best ingredients from our new #Waitrose1 range.
Discover the very best of Waitrose: http://bit.ly/1smuTAT","June 18, 2016",81 Comments78 Shares306K Views,1.2K,waitroseandpartners
712,Planning a dinner party? Try these after dinner mints with a twist!,"June 17, 2016",22 Comments38 Shares18K Views,285,waitroseandpartners
714,"We are pleased to have launched an exclusive new health innovation - fresh chicken with Omega 3.
Omega 3 is an important part of a balanced diet and helps maintain heart, brain and vision function.
Find out more: http://bit.ly/1Onjg77","June 15, 2016",4 Comments12 Shares,38,waitroseandpartners
716,"Last chance, WIN a Weber barbecue worth over £200 for Father’s Day!
Simply comment below and tell us which of these delicious BBQ foods you love the most:
1. Classic burgers...


See More","June 14, 2016",615 Comments90 Shares,571,waitroseandpartners
718,"Celebrate Her Majesty The Queen’s 90th birthday this weekend with our beautiful red, white and blue recipes. (Recipes below).
Chorizo and red pepper sandwiches: http://bit.ly/22Jxpy4
Lobster and prosecco taglierini: http://bit.ly/1ZrR0Rp
Coconut ice cream: http://bit.ly/24tAC48...


See More","June 11, 2016",6 Comments3 Shares,34,waitroseandpartners
720,We would like to wish Her Majesty The Queen a Happy 90th Birthday.,"June 11, 2016",20 Comments38 Shares,648,waitroseandpartners
722,"WIN a Weber barbecue worth over £200 for Father’s Day, simply vote below with 1, 2, 3 or 4 and tell us which of these delicious BBQ foods you love the most:
1. Classic burgers
2. Halloumi and red pepper skewers
3. Sizzling hot dogs with grilled onions...
See More","June 10, 2016",1.2K Comments198 Shares,1K,waitroseandpartners
724,Watch our delicious dairy-free recipe for summer berry burnt coconut creams. Get the recipe: http://bit.ly/1RT4Gip,"June 5, 2016",8 Comments35 Shares3.1K Views,86,waitroseandpartners
726,"Download our free Waitrose Food app for delicious summer recipes, the best seasonal fruit and veg and exclusive competitions.
App store: http://apple.co/1NMKTX0
Google Play: http://bit.ly/1YZmXjN","June 4, 2016",1 Comment4 Shares,28,waitroseandpartners
728,"Whizz up this tasty green houmous recipe in a blender and serve with your favourite chopped veg. It’s the perfect healthy snack that’s simple and quick to make.
Recipe: http://bit.ly/1TKJHE4","June 2, 2016",7 Comments30 Shares2.4K Views,81,waitroseandpartners
730,"Watch Martha Collison’s fun recipe for iced ring biscuits. Friends and family will love these colourful and nostalgic sweet treats.
Get the recipe: http://bit.ly/1RcFMd5","May 29, 2016",9 Comments38 Shares5.2K Views,98,waitroseandpartners
732,Serve up the ultimate sharing platter with our new Waitrose 1 range - from Italian Prosciutto di Parma to our delicious green olive bread. Try our recipe: http://bit.ly/1TnSRCU,"May 28, 2016",4 Comments2 Shares,29,waitroseandpartners
734,"30-day dry aged Côte De Boeuf, topped with a herb butter, sliced thickly and served with seasoned chips.
Browse our new #Waitrose1 range for the very best of Waitrose: http://bit.ly/1smuTAT","May 27, 2016",350 Comments319 Shares272K Views,2K,waitroseandpartners
736,We’re very proud to have won Which? 'Best Supermarket of the Year Award 2016'.,"May 26, 2016",18 Comments35 Shares,208,waitroseandpartners
738,"Have you tried our new #Waitrose1 range? Pop in store on Friday or Saturday to taste the very best of Waitrose.
You can sample our Belgian chocolate and ginger thins, Italian coffee shortbread and our Salted vanilla ice cream with passion fruit sorbet.
Find out more: http://bit.ly/1WcWgtW","May 26, 2016",102 Comments40 Shares,801,waitroseandpartners
740,"Introducing our new Beef and Chorizo Chilli with salsa criolla, part of the new #Waitrose1 range.
Browse the very best of Waitrose, with over 500 products to try: http://bit.ly/1smuTAT","May 25, 2016",34 Comments50 Shares409K Views,709,waitroseandpartners
742,"Our Berthaut's Époisses cheese, part of the new #Waitrose1 range.
Browse the very best of Waitrose, with over 500 products to try: http://bit.ly/1smuTAT","May 23, 2016",106 Comments143 Shares645K Views,1.3K,waitroseandpartners
744,Watch Martha Collison’s fun recipe for classic fondant fancies. Read the full recipe here: http://bit.ly/1Yq07l0,"May 22, 2016",11 Comments62 Shares4.7K Views,146,waitroseandpartners
746,"Introducing our new Tanzanian Chocolate Ice Cream with Italian Blood Orange Sorbet.
Exclusive to the new #Waitrose1 range: http://bit.ly/1smuTAT","May 21, 2016","1.6K Comments1,303 Shares1.2M Views",11K,waitroseandpartners
748,"Introducing our new Tanzanian Chocolate Ice Cream with Blood Orange Sorbet, part of the new #Waitrose1 range.
Browse the very best of Waitrose, with over 500 products to try: http://bit.ly/1smuTAT","May 20, 2016",626 Comments824 Shares1.3M Views,5.3K,waitroseandpartners
750,"Comment below with A, B or C to vote for your favourite.
We asked you to suggest an exciting new flavour for our hot cross buns and here are the final three:
A. Chocolate and Orange...

See More","May 20, 2016",262 Comments9 Shares,148,waitroseandpartners
754,"Today’s gluten-free Q&A is now closed. Thank you for all of your fantastic questions.
For more recipes and information, please visit: http://bit.ly/1ThIOm7","May 16, 2016",139 Comments412 Shares,2.5K,waitroseandpartners
756,"Why not enjoy a summer picnic this weekend and bake our delicious recipe for coconut and berry cake - it’s great served with a dollop of clotted cream.
Get the recipe: http://bit.ly/1WjfnCu","May 15, 2016",1 Comment19 Shares,76,waitroseandpartners
758,"Enjoy a night in with our indulgent £10 Dinner for Two!
Choose a starter or dessert, a main course, a side dish and a bottle of wine or chocolates. Shop in store or online: http://bit.ly/1TRhudc","May 13, 2016",6 Comments4 Shares,33,waitroseandpartners
760,Watch our simple recipe for crisp salmon fishcakes. Serve them with steamed greens or a fresh summer salad for a delicious dish: http://bit.ly/1XWWRNZ,"May 12, 2016",7 Comments45 Shares2.5K Views,71,waitroseandpartners
762,"Homemade cod fish finger buttie layered with creamy tartar sauce, peppery rocket and a squeeze of lemon – what’s not to love? http://bit.ly/1VNzmJS
We were a pioneer of sustainable fish in supermarkets and have one of the largest ranges of fish and shellfish, all of which are responsibly sourced. Find out more at waitrose.com/everythingwedo","May 10, 2016",320 Comments740 Shares766K Views,3.4K,waitroseandpartners
764,Coming soon. #Waitrose1,"May 9, 2016",138 Comments182 Shares204K Views,1.4K,waitroseandpartners
766,"Why not treat yourself with our quick recipe for salted caramel and chocolate tart. Serve with a scoop of vanilla ice cream for the ultimate Sunday treat!
Recipe: http://bit.ly/1THZEZX","May 8, 2016",9 Comments30 Shares3K Views,100,waitroseandpartners
768,"Why not have a go at making traditional pork pies with our tasty recipe from Waitrose Food magazine: http://bit.ly/1SZwPLM
Download Waitrose Food for delicious recipes straight to your phone or tablet. Download the app from the App Store or Google Play: http://bit.ly/1Tt0OGb","May 7, 2016",4 Comments6 Shares,32,waitroseandpartners
770,"Lucy Dodsworth captured our beautiful pear blossoms on a visit to the Waitrose Leckford Farm to experience #WaitroseAtSource.
These pretty blossoms will grow into our delicious Williams Pears that will be sold in store later this year.
To find out more about Leckford Farm visit: leckfordestate.co.uk","May 6, 2016",3 Comments11 Shares,73,waitroseandpartners
772,"We invited some of our favourite photographers to experience #WaitroseAtSource at the Waitrose Leckford Farm to see how we source and produce our food.
These are the crops used to create our beautifully coloured rapeseed oil sold in our stores.
This stunning photo was taken last week at sunrise by the very talented Sean Byrne Photography.","May 4, 2016",10 Comments7 Shares,52,waitroseandpartners
774,"Cooking a Sunday roast today? Try our pork loin recipe with apple, sage and pine nut stuffing: http://bit.ly/1U8nYXh
Serve with homemade gravy and our Swiss chard, potato and Caerphilly gratin recipe: http://bit.ly/1VpkOj2","May 1, 2016",4 Comments2 Shares,27,waitroseandpartners
776,"Perfectly boiled eggs with buttered toast for dipping – who loves dippy eggs and soldiers?
We are the only supermarket to guarantee that all of our eggs are free-range. Find out more: http://bit.ly/1Wvuckq","April 30, 2016",113 Comments131 Shares40K Views,1.3K,waitroseandpartners
778,"We love this classic recipe for strawberry Arctic roll served with a dusting of icing sugar and fresh strawberries – it’s a great recipe to bake this weekend!
Recipe: http://bit.ly/1WR4TJN","April 29, 2016",3 Comments9 Shares,45,waitroseandpartners
780,"Win a pair of tickets to The Queen’s 90th Birthday Celebrations at Windsor from 12 - 15th May.
We’ve got 20 pairs of tickets to giveaway! To be in with a chance of winning, enter here: http://bit.ly/1SEswSE","April 27, 2016",6 Comments11 Shares,51,waitroseandpartners
782,"Sticky banana-maple pancakes served with crispy bacon – the ultimate weekend brunch on the table in 25 minutes.
Get the recipe: http://bit.ly/1YxdQGm","April 24, 2016",4 Comments4 Shares,35,waitroseandpartners
784,Pick up our exclusive cucumelon plants (in selected stores) and enjoy grape-sized watermelons that taste like cucumber!,"April 23, 2016",16 Comments34 Shares,116,waitroseandpartners
786,"What’s your favourite type of coffee – Americano, cappuccino or latte?
We only source our milk from a pool of dedicated British farmers we know and trust.
Learn more: http://bit.ly/1Wvuckq","April 23, 2016",162 Comments39 Shares63K Views,635,waitroseandpartners
788,"Enjoy 20% off fish from the counter – perfect for our spicy coconut salmon recipe served with a wedge of lemon.
Find out more: http://bit.ly/1Sgn5qW","April 22, 2016",2 Comments,16,waitroseandpartners
790,"Tilly, aged 9, has designed a beautiful fruitcake for us to celebrate The Queen’s 90th birthday.
Pick yours up in store or online here: http://bit.ly/1SmsJYp","April 22, 2016",2 Comments2 Shares,23,waitroseandpartners
792,"Gooey chocolate brownie served with a dollop of fresh whipped cream.
We only source our cream from a pool of dedicated British farmers we know and trust.
Find out more: http://bit.ly/1Wvuckq","April 22, 2016",380 Comments432 Shares,10K,waitroseandpartners
794,We would like to wish Her Majesty The Queen a Happy 90th Birthday.,"April 21, 2016",46 Comments122 Shares,1.8K,waitroseandpartners
796,"Try this Huevos rancheros recipe that can be enjoyed for breakfast, lunch or dinner! Serve with warm tortillas, a squeeze of lime and enjoy!
Get the full recipe: http://bit.ly/1r9u921","April 19, 2016",122 Comments283 Shares55K Views,1K,waitroseandpartners
798,"Sourdough toast topped with mashed avocado and a delicious poached egg.
We are the only supermarket to guarantee that all of our eggs are free-range.
Find out more: http://bit.ly/1Wvuckq","April 18, 2016",700 Comments710 Shares,Steve Lucijan Fle-Danijelović and 11K others,waitroseandpartners
800,"Watch our blueberry and hazelnut torte recipe – a delicious crumbly pastry packed with blueberries.
Read the recipe here: http://bit.ly/1N3xR6W","April 16, 2016",3 Comments13 Shares1.6K Views,63,waitroseandpartners
802,"Watch our simple recipe for Korean stir-fried pineapple noodles – a dish that’s packed with flavour and ready in 15 minutes.
Recipe: http://bit.ly/1qIZl82","April 14, 2016",4 Comments21 Shares2.3K Views,72,waitroseandpartners
804,"Watch our gluten-free recipe for courgette lemon drizzle cake – perfect with a cup of tea!
Recipe: http://bit.ly/1Ryi8t7","April 10, 2016",18 Comments73 Shares5.1K Views,137,waitroseandpartners
806,"Fresh, vibrant and healthy, our green smoothie bowl topped with fresh fruit is perfect for breakfast!
Recipe: http://bit.ly/1MYtCJH","April 9, 2016",117 Comments141 Shares322K Views,671,waitroseandpartners
